,0,1,2,3,4,5,6,7,8,9
2,0.8438120750631058,0.8099825803061841,0.8209704283100696,0.825670989854099,0.8614190582847262,0.8358862467107008,0.885352596706936,0.8187522454974351,0.796625954151456,0.8620225183815027
3,0.760180553148707,0.689926139658341,0.632585454508215,0.7231322015820536,0.7228673705546027,0.7271815548800796,0.7232831979994682,0.7686482977254023,0.6727701349792005,0.7711134274724118
4,0.6100036424780666,0.6926931202732806,0.6398201603738622,0.6560355605491129,0.6300508308943583,0.5907952144859123,0.5967369923446089,0.6156587247414735,0.698072636993927,0.7082097369807808
5,0.5278198978860892,0.46893379804011864,0.5171577275150496,0.5381779170738594,0.4422829731977586,0.5962247016107413,0.51655712814431,0.5442399968998926,0.5027747694978941,0.6529938502529229
6,0.4705383883605453,0.46669348651197057,0.32631091841770604,0.3309935031850607,0.4734974947720323,0.40898756554470017,0.48042914869141334,0.47282637094060803,0.523015316595979,0.557609825849728
7,0.41499492357729356,0.33569434741507276,0.4351589212567411,0.42095657539371517,0.2928499995352314,0.30051221018522467,0.3635884308805567,0.38784418279091876,0.38699353777774415,0.49315584182043976
8,0.2023165757784682,0.25275263668201237,0.3049093275953171,0.27509338420285345,0.21706088779582824,0.3473861970079159,0.32440956171664115,0.3603122530389415,0.34347814965284174,0.3961419490087513
9,0.19762463685989187,0.24731087542054953,0.26866589026040405,0.19439806178636718,0.14435894651183226,0.19907312527959256,0.1623107254600051,0.298812812229734,0.13091329869577362,0.2983313839204803
10,0.051413963640237044,0.05362526874056923,0.10097247780618263,0.07883982257921607,0.02413899958395966,0.09090909090909081,0.07959197423725095,0.20183123733319108,0.09090909090909084,0.18089097359346354
11,9.245335777661886e-30,1.316040101196727e-29,6.97865673352768e-30,8.482604160492205e-30,0.07704910160236632,5.7253050919961174e-30,2.824702737678167e-29,0.0765120581294849,2.3384691722765964e-30,0.06225579969980419
