,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.08021392822265624,0.013318787715809903,0.0009996891021728516,0.0012642167672277074,logistic,0.047,"(8, 8)",0.00596,"{'NN__activation': 'logistic', 'NN__alpha': 0.047, 'NN__hidden_layer_sizes': (8, 8), 'NN__learning_rate_init': 0.00596}",0.09087149802044076,0.047619047619047505,0.08015915662491971,0.09248020904672449,0.08806998119414333,0.07979418847759072,0.016689947391406664,1,0.08990103317569434,0.05071888942738247,0.09247643767968744,0.09108882225681038,0.0886534730087123,0.08256773110965739,0.015974690922739707
