,0,1,2,3,4,5,6,7,8,9
2,0.868895500653296,0.8179921799948429,0.8626973551324993,0.8310826576520879,0.8737346660172794,0.8697970629838899,0.8954162020355646,0.9285714285714345,0.821677134796658,0.9241271950413076
3,0.8070687644809884,0.7755842192107989,0.7983116771562937,0.773682404362634,0.7453426328447212,0.8021875499588857,0.7557434389286887,0.8635665963499869,0.7987951183378978,0.8426625268114344
4,0.7408643540517037,0.732513954503138,0.7240347114272948,0.6899085078450639,0.6907940307195851,0.7206778122630967,0.6460003804322022,0.8257260023524864,0.7226692286743457,0.7659255160390444
5,0.6462717615149783,0.6433082573341543,0.6437533972334214,0.6864818918243457,0.5981289234190678,0.6156463144631867,0.6817590073146366,0.7295127927711211,0.6546628244959494,0.7185222561287655
6,0.5214332860745602,0.6069491370099908,0.5765396128540015,0.6034675176525487,0.5469216636432628,0.5532639682476169,0.6100541428713789,0.6077499258570885,0.5781090182130654,0.6011048397697477
7,0.5252960747656782,0.49251507326853056,0.4911031583260833,0.5307670558458104,0.4602018888114524,0.5631499128355741,0.5468277394029974,0.5985834851681763,0.4277810907544494,0.5455541015480391
8,0.4598142683829334,0.38849753469034126,0.42353254213149366,0.43813128877447244,0.411309397152266,0.46252789059387867,0.42523545915175,0.4692628849542322,0.48118163205711756,0.4331017552835839
9,0.35562768846922505,0.3437950881656541,0.43810855558584894,0.3980004176670514,0.38509811543285327,0.35245308003119485,0.38411509053938087,0.4999245600425086,0.28673135335963973,0.41243234897966
10,0.2921628504592835,0.28064301680766734,0.30817496938854155,0.2676211559362101,0.2968963954660382,0.3463515700743416,0.27913201531358633,0.35444170902746314,0.255073670019109,0.3537971573295506
11,0.24767914579812547,0.1581015351893303,0.23127391167101896,0.21183549903057944,0.19912015307727016,0.274278163190163,0.15455543314347764,0.2586450182057218,0.17530791396802303,0.29642064113748046
12,0.1497587791710835,0.1529528616212477,0.16748938956954898,0.12136791298911052,0.23171973583077735,0.07589744236009505,0.11037473134721053,0.2162101388000531,0.11818763265398259,0.19608180957645252
13,0.07142857142857229,0.03778102055340749,0.06955994972342468,0.08285526422644476,0.1475475012438694,0.08424563629760873,0.045203139891680955,0.13437490623654713,0.0714285714285721,0.1622323197553708
14,0.07142857142857234,1.2655937049763578e-29,5.394256866323681e-28,4.5139846569483385e-30,0.07142857142857234,1.140828083175169e-29,5.6119277992681386e-30,0.04960323211445756,0.1608672247650128,0.04072145938880412
