,0,1,2,3,4,5,6,7,8,9
2,0.49072311483812076,0.6078663706036461,0.3155818188283991,0.6525377727977147,0.5501536002257101,0.39760005821659067,0.5581398280505014,0.3807988019615042,0.6400684335209146,0.5125056419347256
3,0.6183050285119869,0.701758906762903,0.4898295942775889,0.7469544737851509,0.6336215147562616,0.5122274073764902,0.6633321730380034,0.5114771495682774,0.615674650021319,0.6799179640364096
4,0.62357328544085,0.6936855518738005,0.5240835304434343,0.7012885747119381,0.7219657389211501,0.5653889991568254,0.7401584139096699,0.5231866215074384,0.6265083055723787,0.7069053584431734
5,0.6719199928148816,0.7873451214765861,0.5088712653219977,0.7241477427979086,0.7480224292091056,0.6786162529900798,0.6885947285426994,0.5821822006339629,0.6329595350799208,0.7691820875426681
6,0.7986868951081453,0.7428543887635352,0.6302497619622706,0.7407536163754157,0.6713268301334999,0.7119955284576063,0.7428746776374255,0.5982779572659531,0.7080375890504736,0.7800681406124911
7,0.727436725426753,0.7956048722034913,0.6772262671862581,0.7785975607522827,0.8334656370759966,0.7177659718188025,0.782652593264411,0.6189916551155321,0.8090171444846243,0.7790374517666604
8,0.7923457436574292,0.8250733796572794,0.67904621203199,0.7668601265720842,0.8059066379819477,0.7520700926256546,0.8517720722121793,0.652605297924324,0.658852015934419,0.794235318855774
9,0.8321088918768075,0.8153385085721009,0.6914336659184024,0.7734101926898428,0.749294146639041,0.7684626245604065,0.8232960257045251,0.6832962699256966,0.8091256567078595,0.8243041709435158
10,0.8200198009966602,0.8438960005250266,0.7538914481532735,0.8668598981632174,0.7934004503788877,0.7874075876272205,0.8662418133565217,0.6925990121531734,0.8271405997272526,0.8482213289393309
11,0.8412909412587406,0.837269922781879,0.6754892026256876,0.8826354448989621,0.8762618350495228,0.7376379477858132,0.858318429555068,0.7458556569021881,0.8019579550725084,0.8738854759669284
12,0.7674129070320898,0.7928767760893393,0.8245678290134805,0.8558555520467813,0.8176797325353533,0.8087023877083835,0.8089866735833244,0.7638486741869588,0.8302838086226759,0.8558773034619002
13,0.894531346085441,0.8531986184325513,0.8327771463798199,0.8628257727692147,0.7974036521870123,0.7727761467027231,0.9049177274202829,0.7812293547695923,0.8509460820491542,0.8548200620926296
14,0.8883741043915463,0.8168130247160285,0.8344871972204188,0.8796786982537889,0.7803444782187533,0.8496774500498488,0.8790309664849363,0.7473165157898429,0.8129477912090752,0.8919671017009818
