,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.12419281005859376,0.014714381014521279,0.0018002510070800782,0.0003992081258038345,0.1,"(10,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 2}",0.047619047619047714,0.04761904761904767,0.0476190476190475,0.04761904761904777,0.04761904761904769,0.04761904761904767,9.120286884600572e-17,465,0.04763860369609866,0.04761904761904714,0.04763860369609922,0.047638603696098285,0.04761904761904802,0.04763078126527827,9.580482029170788e-06
1,0.1261925220489502,0.012952367213375487,0.0018001079559326171,0.00039949437034640217,0.1,"(10,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 3}",0.047619047619047714,0.04761904761904767,0.047619047619047464,0.04761904761904767,0.04761904761904741,0.04761904761904759,1.2442467314722195e-16,704,0.04761904761904754,0.047619047619047436,0.04761904761904844,0.04761904761904814,0.04761904761904813,0.047619047619047936,3.8493040964755174e-16
2,0.14659156799316406,0.010151034819712952,0.001599884033203125,0.0004898624411217045,0.1,"(10,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 4}",0.047619047619047714,0.04761904761904767,0.047619047619047464,0.04761904761904767,0.04761904761904741,0.04761904761904759,1.2442467314722195e-16,704,0.04761904761904754,0.047619047619047436,0.04761904761904844,0.04761904761904814,0.04761904761904813,0.047619047619047936,3.8493040964755174e-16
3,0.15844459533691407,0.01764724471411894,0.0022005558013916014,0.0009799199021147324,0.1,"(10,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 5}",0.047619047619047644,0.04761904761904772,0.04761904761904756,0.04761904761904759,0.04761904761904756,0.04761904761904761,6.125035511128425e-17,675,0.04761904761904739,0.04761904761904728,0.047619047619047485,0.04761904761904796,0.04761904761904795,0.047619047619047616,2.8707236425739387e-16
4,0.15955429077148436,0.015051530425449964,0.00240020751953125,0.0019597614091796276,0.1,"(10,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 6}",0.04761904761904766,0.04761904761904772,0.047619047619047575,0.04761904761904764,0.04761904761904754,0.04761904761904762,6.344730928672582e-17,634,0.04761904761904739,0.04761904761904748,0.047619047619047596,0.04761904761904782,0.04761904761904795,0.047619047619047644,2.0943508417507154e-16
5,0.17492914199829102,0.013668269344090591,0.004800271987915039,0.0037098161646412237,0.1,"(10,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 7}",0.047619047619047644,0.04761904761904772,0.047619047619047575,0.047619047619047665,0.04761904761904754,0.04761904761904762,6.461861181335874e-17,634,0.04761904761904746,0.04761904761904748,0.047619047619047616,0.04761904761904782,0.04761904761904795,0.04761904761904766,1.9244644145986838e-16
6,0.235115909576416,0.0194351265056441,0.0013996124267578124,0.0004890259636682998,0.1,"(10,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 8}",0.04770215241419439,0.04761904761904767,0.046841397849462216,0.05345099311655511,0.04723256239702182,0.04856266509531453,0.002452946368562324,391,0.04756064853169362,0.047522544662924215,0.058025872559388444,0.06438980506713637,0.04691358024691408,0.052882490213611355,0.0070929765046456325
7,0.22958621978759766,0.02472572695826931,0.0017990589141845704,0.0003995665040580769,0.1,"(10,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 9}",0.047619047619047714,0.04761904761904767,0.0476190476190475,0.04761904761904777,0.04761904761904769,0.04761904761904767,9.120286884600572e-17,465,0.047619047619047714,0.04761904761904714,0.04761904761904829,0.04761904761904734,0.04761904761904802,0.04761904761904769,4.2338626521634115e-16
8,0.21158761978149415,0.025118641000761395,0.0015993595123291015,0.0004905050134090628,0.1,"(10,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 10}",0.047775947281713374,0.04761904761904772,0.047619047619047575,0.047619047619047665,0.04761904761904741,0.04765082670923528,6.305725935303912e-05,446,0.04773795126729751,0.04777727521964443,0.047638603696098555,0.047677764077271076,0.04761904761904813,0.04769012837587194,5.95680179628218e-05
9,0.2177867889404297,0.015573817737982954,0.001600360870361328,0.0004901548895396349,0.1,"(10,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 15}",0.047619047619047714,0.04761904761904767,0.0476190476190475,0.04761904761904777,0.04761904761904769,0.04761904761904767,9.120286884600572e-17,465,0.047619047619047714,0.04761904761904714,0.04761904761904829,0.04761904761904734,0.04761904761904802,0.04761904761904769,4.2338626521634115e-16
10,0.2911821365356445,0.01628920399181274,0.001999950408935547,2.4314019744838644e-07,0.1,"(10,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'km__n_clusters': 20}",0.047619047619047714,0.07645701914412714,0.047619047619047464,0.04761904761904767,0.04761904761904741,0.0534317894333004,0.011568911596295446,279,0.050447214035727765,0.09149930723131514,0.04761904761904844,0.04761904761904814,0.04763986013986064,0.05696489532900003,0.01730174439178514
