,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.08961515426635742,0.011418690353371652,0.0024558544158935548,0.0014824355939610121,logistic,0.047,"(8, 8)",0.00596,"{'NN__activation': 'logistic', 'NN__alpha': 0.047, 'NN__hidden_layer_sizes': (8, 8), 'NN__learning_rate_init': 0.00596}",0.04761904761904779,0.04761904761904779,0.04761904761904777,0.04761904761904773,0.04761904761904751,0.04761904761904772,1.0486755049231209e-16,1,0.047619047619046874,0.04761904761904688,0.047619047619047415,0.04761904761904636,0.04761904761904809,0.04761904761904713,5.864165935749626e-16
