,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5431438446044922,0.051415165729344875,0.10699386596679687,0.002279077402048351,logistic,0.047,"(8, 8)",0.00596,"{'NN__activation': 'logistic', 'NN__alpha': 0.047, 'NN__hidden_layer_sizes': (8, 8), 'NN__learning_rate_init': 0.00596}",0.12110767252798502,0.11791272914520909,0.11989776306486269,0.11309214791405098,0.10790036431080505,0.11600888925143381,0.0048682284319974175,1,0.11491358751347322,0.11584587006366008,0.11696111278281444,0.11299637349891055,0.11949296357172784,0.11604198148611725,0.0021606267773508817
