k,r
0.0,-1.8392000000000004
100.0,-2.0188
200.0,-1.9256000000000006
300.0,-1.9924000000000008
400.0,-1.9604
500.0,-1.9088000000000003
600.0,-2.0600000000000005
700.0,-2.007600000000001
800.0,-1.9552
900.0,-2.0736
1000.0,-1.8884
1100.0,-2.0104
1200.0,-1.9836
1300.0,-2.0132
1400.0,-2.060400000000001
1500.0,-2.204
1600.0,-2.1056
1700.0,-2.120799999999999
1800.0,-2.0908
1900.0,-2.1860000000000013
2000.0,-2.2328000000000006
2100.0,-2.1832000000000007
2200.0,-2.3852
2300.0,-2.4864000000000015
2400.0,-2.3968000000000007
2500.0,-2.486800000000001
2600.0,-2.7064000000000004
2700.0,-2.757600000000001
2800.0,-2.765200000000001
2900.0,-2.7160000000000006
3000.0,-3.0968000000000004
3100.0,-3.324400000000001
3200.0,-3.4436
3300.0,-4.237199999999996
3400.0,-4.908799999999993
3500.0,-4.883599999999996
3600.0,-5.936399999999981
3700.0,-6.2851999999999775
3800.0,-8.301199999999959
3900.0,-10.151599999999933
4000.0,-12.972799999999909
4100.0,-12.60239999999989
4200.0,-16.8099999999998
4300.0,-18.858799999999768
4400.0,-22.9595999999998
4500.0,-22.44639999999991
4600.0,-24.46799999999993
4700.0,-28.096399999999832
4800.0,-25.158799999999797
4900.0,-29.255199999999977
5000.0,-24.670399999999788
5100.0,-32.0156
5200.0,-31.90519999999989
5300.0,-33.408000000000065
5400.0,-33.914400000000086
5500.0,-30.013599999999993
5600.0,-36.192799999999956
5700.0,-31.055599999999746
5800.0,-33.34479999999979
5900.0,-33.099999999999895
6000.0,-37.2664
6100.0,-36.16080000000018
6200.0,-32.26600000000015
6300.0,-43.8172
6400.0,-41.14920000000006
6500.0,-38.508399999999774
6600.0,-39.12600000000013
6700.0,-45.95600000000033
6800.0,-36.401600000000144
6900.0,-36.5040000000002
7000.0,-39.70200000000014
7100.0,-46.2108000000004
7200.0,-37.29840000000034
7300.0,-49.30920000000046
7400.0,-50.46199999999999
7500.0,-42.16239999999999
7600.0,-47.31999999999977
7700.0,-39.995200000000246
7800.0,-42.83560000000051
7900.0,-49.383600000000136
8000.0,-40.68160000000034
8100.0,-39.27479999999996
8200.0,-42.75800000000018
8300.0,-39.87279999999997
8400.0,-49.44640000000005
8500.0,-38.95440000000013
8600.0,-43.52239999999993
8700.0,-42.576800000000375
8800.0,-47.922800000000116
8900.0,-51.11880000000025
9000.0,-53.416000000000565
9100.0,-53.24079999999988
9200.0,-54.473600000000424
9300.0,-43.28000000000007
9400.0,-45.0856000000004
9500.0,-43.57200000000029
9600.0,-46.20240000000052
9700.0,-45.96840000000075
9800.0,-45.70760000000011
9900.0,-47.90239999999995
