k,r
0.0,-7.3915999999999515
100.0,-27.259600000000095
200.0,-45.9336000000002
300.0,-55.73360000000058
400.0,-55.471200000000806
500.0,-53.996000000000116
600.0,-53.038400000000436
700.0,-60.39240000000135
800.0,-58.85200000000077
900.0,-60.89000000000066
1000.0,-65.59879999999987
1100.0,-49.790800000000154
1200.0,-45.63680000000049
1300.0,-59.81640000000045
1400.0,-46.54240000000031
1500.0,-44.3424000000002
1600.0,-48.51720000000029
1700.0,-40.914000000000165
1800.0,-43.27640000000004
1900.0,-52.29280000000046
2000.0,-51.02920000000098
2100.0,-51.303200000000416
2200.0,-52.69480000000028
2300.0,-55.67560000000012
2400.0,-49.589600000000445
2500.0,-51.85760000000048
2600.0,-41.420800000000206
2700.0,-53.85760000000064
2800.0,-50.63280000000041
2900.0,-55.990000000000556
3000.0,-55.00680000000036
3100.0,-37.91639999999996
3200.0,-48.47720000000068
3300.0,-50.35240000000045
3400.0,-46.27040000000029
3500.0,-50.94999999999986
3600.0,-44.61040000000054
3700.0,-36.84079999999981
3800.0,-41.66680000000025
3900.0,-46.36480000000019
4000.0,-42.96120000000025
4100.0,-43.47480000000038
4200.0,-45.40639999999989
4300.0,-42.67600000000036
4400.0,-45.596000000000565
4500.0,-45.2364000000003
4600.0,-48.761600000000726
4700.0,-45.410000000000174
4800.0,-49.673600000000626
4900.0,-49.46040000000032
5000.0,-49.98120000000033
5100.0,-50.95280000000036
5200.0,-45.38320000000024
5300.0,-46.33160000000048
5400.0,-32.88640000000002
5500.0,-47.38159999999996
5600.0,-49.12960000000028
5700.0,-47.77720000000057
5800.0,-47.43959999999996
5900.0,-44.26480000000051
6000.0,-47.55319999999981
6100.0,-46.448800000000055
6200.0,-42.60680000000003
6300.0,-41.76400000000039
6400.0,-45.98800000000025
6500.0,-41.39559999999989
6600.0,-43.65640000000023
6700.0,-46.632400000000324
6800.0,-43.02680000000049
6900.0,-42.97560000000012
7000.0,-42.91280000000025
7100.0,-41.13680000000031
7200.0,-41.082399999999865
7300.0,-43.189999999999635
7400.0,-51.50840000000056
7500.0,-41.328400000000016
7600.0,-42.73199999999991
7700.0,-40.02600000000024
7800.0,-41.17120000000006
7900.0,-41.380000000000344
8000.0,-42.043200000000134
8100.0,-48.54600000000038
8200.0,-37.290400000000055
8300.0,-40.01720000000037
8400.0,-47.90680000000006
8500.0,-42.2283999999999
8600.0,-44.979200000000446
8700.0,-51.19679999999998
8800.0,-51.81840000000042
8900.0,-42.53760000000007
9000.0,-45.51120000000015
9100.0,-41.45320000000041
9200.0,-45.97159999999999
9300.0,-42.10039999999984
9400.0,-40.61280000000024
9500.0,-39.10919999999998
9600.0,-37.24440000000001
9700.0,-42.08760000000004
9800.0,-36.13480000000015
9900.0,-41.37960000000002
