k,r
0.0,-1.8192
100.0,-1.9480000000000002
200.0,-1.9700000000000009
300.0,-1.9740000000000006
400.0,-1.9299999999999995
500.0,-2.0072
600.0,-2.0500000000000007
700.0,-1.9652000000000003
800.0,-2.0312
900.0,-2.254
1000.0,-1.863199999999999
1100.0,-1.9587999999999997
1200.0,-1.9491999999999994
1300.0,-1.832400000000001
1400.0,-1.9487999999999999
1500.0,-2.0532000000000004
1600.0,-1.9252
1700.0,-2.1452000000000004
1800.0,-2.0296000000000007
1900.0,-2.058800000000001
2000.0,-2.096
2100.0,-2.1059999999999994
2200.0,-2.2292000000000005
2300.0,-2.3539999999999988
2400.0,-2.2539999999999996
2500.0,-2.2399999999999998
2600.0,-2.2104000000000004
2700.0,-2.1340000000000003
2800.0,-2.3624
2900.0,-2.1396000000000006
3000.0,-2.354000000000002
3100.0,-2.6080000000000005
3200.0,-2.812000000000001
3300.0,-2.5736000000000008
3400.0,-2.452000000000001
3500.0,-3.4267999999999947
3600.0,-3.0803999999999987
3700.0,-3.145599999999998
3800.0,-3.179599999999999
3900.0,-3.3783999999999965
4000.0,-2.6812
4100.0,-3.8719999999999923
4200.0,-3.8239999999999923
4300.0,-4.787199999999985
4400.0,-3.6391999999999944
4500.0,-4.922799999999982
4600.0,-4.265999999999988
4700.0,-4.900799999999987
4800.0,-4.373199999999987
4900.0,-4.793999999999986
5000.0,-6.644399999999967
5100.0,-6.734399999999957
5200.0,-7.565599999999953
5300.0,-7.575199999999952
5400.0,-9.430399999999905
5500.0,-12.841199999999839
5600.0,-11.203599999999886
5700.0,-15.81359999999983
5800.0,-14.995199999999818
5900.0,-17.649599999999907
6000.0,-19.401199999999747
6100.0,-19.495999999999754
6200.0,-21.004799999999808
6300.0,-23.429199999999856
6400.0,-21.007199999999784
6500.0,-24.394399999999642
6600.0,-22.871999999999698
6700.0,-23.52519999999972
6800.0,-24.931999999999665
6900.0,-21.18359999999975
7000.0,-21.62279999999979
7100.0,-18.815599999999726
7200.0,-18.2827999999998
7300.0,-19.289199999999756
7400.0,-16.872399999999736
7500.0,-16.190799999999843
7600.0,-15.417999999999777
7700.0,-16.88359999999981
7800.0,-15.21479999999978
7900.0,-16.67159999999973
8000.0,-15.785599999999818
8100.0,-17.127599999999735
8200.0,-17.47719999999975
8300.0,-19.091999999999697
8400.0,-18.609599999999695
8500.0,-12.372399999999807
8600.0,-13.744399999999793
8700.0,-11.539199999999834
8800.0,-17.070799999999753
8900.0,-12.757999999999884
9000.0,-15.033999999999764
9100.0,-14.050399999999781
9200.0,-13.006799999999869
9300.0,-14.73199999999976
9400.0,-11.837599999999828
9500.0,-11.04799999999984
9600.0,-15.868799999999794
9700.0,-11.277999999999828
9800.0,-10.296799999999854
9900.0,-11.405599999999836
