k,r
0.0,-5.963199999999984
100.0,-25.49119999999974
200.0,-27.559199999999734
300.0,-31.579599999999864
400.0,-19.684799999999747
500.0,-20.006399999999793
600.0,-15.742399999999758
700.0,-14.81439999999976
800.0,-16.49119999999977
900.0,-14.438399999999788
1000.0,-17.458399999999724
1100.0,-15.14199999999977
1200.0,-14.965599999999785
1300.0,-14.908399999999807
1400.0,-13.647199999999787
1500.0,-18.01079999999979
1600.0,-14.848799999999821
1700.0,-10.989199999999839
1800.0,-14.936399999999775
1900.0,-16.36279999999976
2000.0,-16.782399999999736
2100.0,-13.275199999999852
2200.0,-12.893199999999807
2300.0,-16.27559999999975
2400.0,-11.677999999999873
2500.0,-15.22999999999976
2600.0,-13.224399999999806
2700.0,-12.491599999999808
2800.0,-12.90359999999981
2900.0,-11.819599999999845
3000.0,-10.727199999999854
3100.0,-12.966399999999842
3200.0,-14.636799999999784
3300.0,-16.933599999999732
3400.0,-14.710799999999761
3500.0,-13.12839999999982
3600.0,-13.822799999999788
3700.0,-13.238799999999808
3800.0,-12.810799999999812
3900.0,-13.627999999999794
4000.0,-14.737599999999775
4100.0,-13.23919999999981
4200.0,-12.071999999999822
4300.0,-12.953599999999797
4400.0,-12.695599999999821
4500.0,-12.170799999999826
4600.0,-17.52079999999972
4700.0,-14.06359999999979
4800.0,-13.828799999999864
4900.0,-13.7739999999998
5000.0,-12.39879999999981
5100.0,-13.010799999999831
5200.0,-12.308399999999828
5300.0,-12.522399999999813
5400.0,-11.609199999999847
5500.0,-12.655999999999828
5600.0,-11.48199999999983
5700.0,-12.462399999999802
5800.0,-14.62359999999985
5900.0,-13.328799999999838
6000.0,-10.768799999999842
6100.0,-13.87719999999978
6200.0,-10.289199999999857
6300.0,-11.891999999999834
6400.0,-9.965999999999866
6500.0,-10.14599999999986
6600.0,-11.527599999999834
6700.0,-14.87159999999978
6800.0,-12.709199999999825
6900.0,-13.236399999999797
7000.0,-10.665999999999853
7100.0,-14.430399999999835
7200.0,-12.30599999999982
7300.0,-12.333999999999838
7400.0,-11.420399999999834
7500.0,-11.347599999999838
7600.0,-11.818399999999833
7700.0,-9.987599999999862
7800.0,-12.416799999999817
7900.0,-10.509999999999863
8000.0,-12.452799999999813
8100.0,-11.619599999999831
8200.0,-11.912799999999828
8300.0,-10.795999999999847
8400.0,-13.135999999999814
8500.0,-10.707999999999846
8600.0,-12.263199999999822
8700.0,-13.463199999999793
8800.0,-10.787999999999851
8900.0,-11.029999999999848
9000.0,-13.7627999999998
9100.0,-12.899599999999827
9200.0,-10.893599999999873
9300.0,-12.11479999999984
9400.0,-12.17599999999984
9500.0,-9.589999999999897
9600.0,-11.185199999999856
9700.0,-14.420799999999785
9800.0,-10.664799999999873
9900.0,-14.037599999999793
