k,r
0.0,-2.2750000000000004
100.0,-2.6269999999999993
200.0,-2.229
300.0,-2.4159999999999995
400.0,-2.548
500.0,-2.4619999999999993
600.0,-2.3500000000000005
700.0,-2.534
800.0,-2.608999999999999
900.0,-2.437000000000001
1000.0,-2.1820000000000004
1100.0,-2.2879999999999994
1200.0,-2.278999999999999
1300.0,-2.3919999999999986
1400.0,-2.4300000000000006
1500.0,-2.645999999999999
1600.0,-2.8489999999999984
1700.0,-2.5029999999999997
1800.0,-2.3000000000000003
1900.0,-2.671
2000.0,-2.7399999999999993
2100.0,-2.650999999999998
2200.0,-2.818999999999998
2300.0,-2.5229999999999984
2400.0,-2.8199999999999976
2500.0,-2.7799999999999976
2600.0,-2.4579999999999993
2700.0,-2.747999999999999
2800.0,-3.3719999999999977
2900.0,-2.9249999999999985
3000.0,-3.554999999999997
3100.0,-2.882999999999997
3200.0,-2.613999999999999
3300.0,-2.6849999999999987
3400.0,-3.5609999999999973
3500.0,-3.1199999999999988
3600.0,-2.8619999999999974
3700.0,-4.273999999999997
3800.0,-4.088999999999996
3900.0,-4.017999999999995
4000.0,-3.5449999999999933
4100.0,-5.135999999999996
4200.0,-5.287999999999996
4300.0,-3.977999999999996
4400.0,-3.7459999999999933
4500.0,-3.3699999999999943
4600.0,-3.733999999999996
4700.0,-4.005999999999999
4800.0,-4.654999999999992
4900.0,-3.7599999999999936
5000.0,-4.4379999999999935
5100.0,-4.277999999999996
5200.0,-3.5959999999999948
5300.0,-4.131999999999995
5400.0,-4.068999999999994
5500.0,-3.839999999999995
5600.0,-3.342999999999996
5700.0,-3.4389999999999983
5800.0,-4.0549999999999935
5900.0,-3.2999999999999936
6000.0,-3.8689999999999976
6100.0,-3.1349999999999953
6200.0,-3.504999999999995
6300.0,-3.5189999999999957
6400.0,-4.145999999999992
6500.0,-3.167999999999995
6600.0,-5.464999999999998
6700.0,-3.6349999999999962
6800.0,-3.1949999999999954
6900.0,-3.0159999999999947
7000.0,-3.667999999999995
7100.0,-4.564999999999994
7200.0,-3.652999999999995
7300.0,-2.9909999999999957
7400.0,-3.424999999999995
7500.0,-3.0479999999999943
7600.0,-3.4959999999999933
7700.0,-3.250999999999999
7800.0,-3.718999999999994
7900.0,-2.352999999999998
8000.0,-3.6859999999999933
8100.0,-2.9629999999999956
8200.0,-3.0869999999999966
8300.0,-3.035999999999995
8400.0,-2.542999999999996
8500.0,-2.921999999999997
8600.0,-2.8539999999999974
8700.0,-3.683999999999997
8800.0,-2.8369999999999975
8900.0,-3.197999999999995
9000.0,-3.021999999999994
9100.0,-2.585999999999998
9200.0,-3.3879999999999937
9300.0,-3.5929999999999938
9400.0,-2.753999999999996
9500.0,-2.8139999999999947
9600.0,-3.1049999999999964
9700.0,-3.006999999999995
9800.0,-3.0019999999999953
9900.0,-3.151999999999997
