k,r
0.0,-6.366399999999981
100.0,-28.614399999999954
200.0,-50.51280000000017
300.0,-50.22200000000017
400.0,-57.73360000000027
500.0,-43.52200000000014
600.0,-46.80680000000062
700.0,-42.17640000000039
800.0,-41.68600000000013
900.0,-39.561600000000155
1000.0,-42.252799999999915
1100.0,-37.563599999999944
1200.0,-38.17360000000049
1300.0,-39.90320000000024
1400.0,-54.48760000000015
1500.0,-51.991200000000106
1600.0,-53.70160000000023
1700.0,-52.14639999999973
1800.0,-53.11560000000045
1900.0,-42.19800000000006
2000.0,-47.21760000000041
2100.0,-41.453600000000414
2200.0,-49.04200000000034
2300.0,-60.9080000000004
2400.0,-70.05400000000124
2500.0,-67.58960000000023
2600.0,-70.15680000000098
2700.0,-70.40000000000153
2800.0,-76.03920000000089
2900.0,-63.200400000000734
3000.0,-68.40160000000084
3100.0,-74.95560000000103
3200.0,-94.19080000000149
3300.0,-82.38320000000131
3400.0,-87.14800000000191
3500.0,-76.83240000000094
3600.0,-71.52880000000101
3700.0,-72.38480000000108
3800.0,-75.14000000000134
3900.0,-78.70520000000143
4000.0,-67.7244000000006
4100.0,-69.6792000000013
4200.0,-80.96640000000028
4300.0,-79.13880000000034
4400.0,-63.84840000000178
4500.0,-71.59280000000092
4600.0,-65.825200000001
4700.0,-70.57840000000242
4800.0,-63.69240000000048
4900.0,-89.7428000000031
5000.0,-62.54440000000171
5100.0,-65.69280000000154
5200.0,-80.23360000000035
5300.0,-60.29280000000048
5400.0,-79.11480000000198
5500.0,-69.33920000000097
5600.0,-57.069200000000194
5700.0,-74.63640000000053
5800.0,-79.79680000000192
5900.0,-66.29360000000138
6000.0,-75.88840000000054
6100.0,-74.46120000000101
6200.0,-65.36920000000015
6300.0,-70.0684000000009
6400.0,-69.69880000000057
6500.0,-78.38960000000097
6600.0,-65.29000000000113
6700.0,-69.25160000000047
6800.0,-72.24800000000161
6900.0,-69.47280000000055
7000.0,-61.71680000000066
7100.0,-71.87560000000049
7200.0,-70.58080000000115
7300.0,-73.71600000000079
7400.0,-63.7696000000005
7500.0,-66.26880000000031
7600.0,-70.78800000000106
7700.0,-73.73879999999997
7800.0,-58.72040000000026
7900.0,-67.3479999999998
8000.0,-65.42480000000145
8100.0,-58.3820000000007
8200.0,-81.83000000000133
8300.0,-57.89520000000065
8400.0,-64.96000000000011
8500.0,-57.936800000000396
8600.0,-45.493600000000605
8700.0,-55.94800000000003
8800.0,-66.2632000000009
8900.0,-59.29760000000035
9000.0,-62.29760000000095
9100.0,-53.424000000000476
9200.0,-58.107200000000375
9300.0,-69.91400000000124
9400.0,-63.534000000001704
9500.0,-63.243600000000505
9600.0,-59.27720000000038
9700.0,-56.063600000001024
9800.0,-56.79560000000109
9900.0,-61.24200000000119
