k,r
0.0,-2.691999999999999
100.0,-2.277
200.0,-2.7369999999999988
300.0,-2.8240000000000007
400.0,-2.3309999999999995
500.0,-2.6270000000000007
600.0,-2.517000000000001
700.0,-2.443000000000001
800.0,-2.4829999999999997
900.0,-2.872
1000.0,-2.6219999999999986
1100.0,-2.316
1200.0,-2.2360000000000007
1300.0,-2.707
1400.0,-2.8849999999999985
1500.0,-2.767999999999999
1600.0,-2.4089999999999994
1700.0,-2.955999999999999
1800.0,-3.0579999999999994
1900.0,-2.736999999999999
2000.0,-2.6209999999999996
2100.0,-2.7329999999999988
2200.0,-2.771999999999999
2300.0,-2.566
2400.0,-2.8139999999999987
2500.0,-2.9389999999999996
2600.0,-3.1619999999999977
2700.0,-2.953999999999998
2800.0,-2.7599999999999985
2900.0,-2.849999999999998
3000.0,-3.364999999999997
3100.0,-3.443999999999994
3200.0,-3.0659999999999985
3300.0,-3.5949999999999975
3400.0,-3.7129999999999956
3500.0,-2.8009999999999953
3600.0,-2.3929999999999976
3700.0,-3.750999999999995
3800.0,-4.726999999999997
3900.0,-3.9059999999999953
4000.0,-3.493999999999996
4100.0,-3.848999999999995
4200.0,-4.233
4300.0,-4.088999999999995
4400.0,-3.4359999999999955
4500.0,-5.145000000000001
4600.0,-4.411999999999995
4700.0,-4.768999999999997
4800.0,-4.058999999999997
4900.0,-4.550999999999999
5000.0,-3.232999999999996
5100.0,-4.394999999999995
5200.0,-3.6659999999999946
5300.0,-4.048999999999998
5400.0,-4.066999999999995
5500.0,-3.599999999999998
5600.0,-2.7239999999999975
5700.0,-3.127999999999996
5800.0,-3.3599999999999928
5900.0,-4.580999999999999
6000.0,-3.423999999999994
6100.0,-2.7669999999999972
6200.0,-2.842999999999997
6300.0,-2.4889999999999968
6400.0,-3.2879999999999963
6500.0,-3.1139999999999954
6600.0,-2.6409999999999956
6700.0,-2.5769999999999964
6800.0,-4.373999999999996
6900.0,-3.7829999999999986
7000.0,-2.4789999999999974
7100.0,-2.4129999999999967
7200.0,-2.617999999999997
7300.0,-3.0749999999999966
7400.0,-3.7419999999999947
7500.0,-3.153999999999995
7600.0,-3.2559999999999945
7700.0,-1.6379999999999981
7800.0,-1.9179999999999973
7900.0,-3.1599999999999953
8000.0,-2.0749999999999984
8100.0,-3.6079999999999943
8200.0,-2.805999999999995
8300.0,-2.4859999999999975
8400.0,-2.571999999999997
8500.0,-2.0469999999999984
8600.0,-3.0589999999999953
8700.0,-3.227999999999999
8800.0,-1.9819999999999975
8900.0,-2.406999999999996
9000.0,-2.386999999999996
9100.0,-2.065999999999997
9200.0,-2.180999999999998
9300.0,-1.9419999999999988
9400.0,-1.653999999999999
9500.0,-1.9469999999999976
9600.0,-1.4769999999999994
9700.0,-2.017999999999997
9800.0,-2.140999999999998
9900.0,-2.0049999999999972
