k,r
0.0,-4.166999999999998
100.0,-3.076999999999992
200.0,-5.701999999999998
300.0,-2.8509999999999986
400.0,-3.608999999999993
500.0,-4.5519999999999925
600.0,-3.4139999999999935
700.0,-3.9219999999999944
800.0,-4.385999999999997
900.0,-4.085999999999998
1000.0,-4.456999999999997
1100.0,-4.758999999999994
1200.0,-4.4209999999999985
1300.0,-4.180999999999994
1400.0,-3.771999999999994
1500.0,-3.7689999999999952
1600.0,-3.903999999999996
1700.0,-4.791999999999993
1800.0,-3.093999999999998
1900.0,-3.391999999999994
2000.0,-4.583999999999998
2100.0,-4.559999999999993
2200.0,-3.479999999999995
2300.0,-3.907999999999993
2400.0,-4.644999999999993
2500.0,-3.777999999999996
2600.0,-3.4169999999999963
2700.0,-4.131999999999995
2800.0,-3.0239999999999947
2900.0,-3.4649999999999967
3000.0,-2.6959999999999957
3100.0,-3.5209999999999964
3200.0,-2.913999999999994
3300.0,-3.055999999999994
3400.0,-5.132
3500.0,-3.126999999999994
3600.0,-3.186999999999996
3700.0,-2.8099999999999965
3800.0,-3.1089999999999933
3900.0,-3.136999999999994
4000.0,-2.719999999999996
4100.0,-3.1709999999999985
4200.0,-3.968999999999994
4300.0,-4.030999999999994
4400.0,-3.7779999999999943
4500.0,-3.7289999999999965
4600.0,-5.127000000000001
4700.0,-4.606999999999995
4800.0,-3.1969999999999943
4900.0,-3.655999999999997
5000.0,-3.7329999999999965
5100.0,-3.599999999999993
5200.0,-3.3919999999999964
5300.0,-4.110999999999998
5400.0,-3.9979999999999922
5500.0,-4.610999999999999
5600.0,-3.3439999999999968
5700.0,-3.4059999999999944
5800.0,-3.7469999999999977
5900.0,-4.097999999999999
6000.0,-4.177
6100.0,-5.341000000000001
6200.0,-3.2829999999999937
6300.0,-2.8609999999999958
6400.0,-2.9209999999999927
6500.0,-2.244999999999997
6600.0,-4.221999999999996
6700.0,-4.619999999999995
6800.0,-3.8019999999999943
6900.0,-3.4939999999999944
7000.0,-3.8419999999999965
7100.0,-3.7249999999999948
7200.0,-3.5039999999999987
7300.0,-3.1439999999999957
7400.0,-4.2919999999999945
7500.0,-4.439999999999996
7600.0,-3.3509999999999986
7700.0,-3.0389999999999993
7800.0,-3.383999999999995
7900.0,-4.833999999999996
8000.0,-4.271999999999992
8100.0,-3.1809999999999956
8200.0,-4.1619999999999955
8300.0,-3.9629999999999996
8400.0,-3.929999999999993
8500.0,-3.1769999999999947
8600.0,-3.6179999999999937
8700.0,-3.628999999999991
8800.0,-3.382999999999997
8900.0,-3.1659999999999973
9000.0,-3.533999999999997
9100.0,-3.264
9200.0,-3.042999999999994
9300.0,-3.6029999999999944
9400.0,-4.688999999999994
9500.0,-3.0229999999999957
9600.0,-2.6459999999999972
9700.0,-3.0909999999999944
9800.0,-2.9259999999999975
9900.0,-2.996999999999996
