k,r
0.0,-2.176
100.0,-3.1704000000000008
200.0,-3.2532000000000005
300.0,-3.806000000000003
400.0,-3.6792
500.0,-3.7851999999999992
600.0,-3.7544
700.0,-4.073199999999997
800.0,-4.6431999999999976
900.0,-4.539199999999996
1000.0,-4.581999999999996
1100.0,-4.651599999999995
1200.0,-4.938399999999997
1300.0,-4.9211999999999945
1400.0,-5.289599999999994
1500.0,-5.231599999999993
1600.0,-5.423999999999995
1700.0,-5.715999999999987
1800.0,-5.461599999999992
1900.0,-6.306399999999985
2000.0,-6.321599999999986
2100.0,-6.237999999999984
2200.0,-6.591599999999976
2300.0,-6.076799999999988
2400.0,-6.8331999999999775
2500.0,-7.094799999999976
2600.0,-7.241999999999977
2700.0,-7.285999999999974
2800.0,-7.2151999999999745
2900.0,-6.5603999999999845
3000.0,-7.622399999999971
3100.0,-8.48399999999996
3200.0,-7.2267999999999715
3300.0,-8.320399999999967
3400.0,-8.169599999999964
3500.0,-7.430399999999975
3600.0,-7.438799999999969
3700.0,-8.426799999999956
3800.0,-7.190799999999975
3900.0,-9.183599999999943
4000.0,-8.222399999999963
4100.0,-8.771199999999952
4200.0,-9.505999999999942
4300.0,-9.178799999999946
4400.0,-9.135199999999939
4500.0,-8.816399999999948
4600.0,-9.254799999999948
4700.0,-9.723199999999935
4800.0,-9.362399999999942
4900.0,-9.95519999999994
5000.0,-9.419599999999939
5100.0,-8.746799999999945
5200.0,-9.147599999999944
5300.0,-10.007599999999934
5400.0,-10.100799999999925
5500.0,-10.629599999999924
5600.0,-10.921999999999912
5700.0,-8.654399999999947
5800.0,-10.405199999999928
5900.0,-11.843199999999944
6000.0,-10.412799999999931
6100.0,-11.122799999999913
6200.0,-10.44159999999993
6300.0,-11.765599999999894
6400.0,-11.757999999999898
6500.0,-11.2239999999999
6600.0,-12.20599999999988
6700.0,-13.317199999999866
6800.0,-11.881199999999886
6900.0,-12.17319999999989
7000.0,-12.004399999999885
7100.0,-12.670799999999877
7200.0,-12.051599999999885
7300.0,-9.777199999999914
7400.0,-10.515599999999901
7500.0,-10.828799999999909
7600.0,-12.261199999999876
7700.0,-11.187599999999893
7800.0,-9.738399999999935
7900.0,-10.368399999999902
8000.0,-10.2111999999999
8100.0,-10.303199999999908
8200.0,-9.533599999999907
8300.0,-9.629199999999905
8400.0,-9.696799999999913
8500.0,-10.935999999999904
8600.0,-10.295599999999897
8700.0,-9.133599999999921
8800.0,-10.10879999999991
8900.0,-8.625599999999913
9000.0,-8.012399999999936
9100.0,-8.417599999999931
9200.0,-8.037999999999935
9300.0,-8.429599999999935
9400.0,-8.035599999999949
9500.0,-9.209999999999914
9600.0,-8.642799999999928
9700.0,-7.211999999999946
9800.0,-7.5623999999999425
9900.0,-6.978399999999953
