k,r
0.0,-2.8015999999999996
100.0,-1.6703999999999994
200.0,-1.7036000000000004
300.0,-1.6648000000000003
400.0,-1.5879999999999996
500.0,-1.5808000000000002
600.0,-1.4635999999999996
700.0,-1.5375999999999994
800.0,-1.4991999999999999
900.0,-1.5619999999999998
1000.0,-1.4311999999999998
1100.0,-1.5172000000000003
1200.0,-1.5228000000000006
1300.0,-1.5019999999999993
1400.0,-1.5539999999999994
1500.0,-1.4955999999999992
1600.0,-1.6267999999999998
1700.0,-1.5932
1800.0,-1.51
1900.0,-1.5375999999999996
2000.0,-1.8599999999999992
2100.0,-1.6779999999999982
2200.0,-1.6068
2300.0,-1.6816000000000004
2400.0,-1.5323999999999998
2500.0,-1.5896000000000003
2600.0,-1.5728000000000006
2700.0,-1.4916000000000005
2800.0,-1.452
2900.0,-1.4847999999999992
3000.0,-1.4435999999999993
3100.0,-1.4607999999999997
3200.0,-1.4068
3300.0,-1.5051999999999994
3400.0,-1.4252
3500.0,-1.5524
3600.0,-1.4427999999999996
3700.0,-1.707599999999998
3800.0,-1.4331999999999991
3900.0,-1.489999999999999
4000.0,-1.4256
4100.0,-1.5419999999999978
4200.0,-1.516
4300.0,-1.6431999999999993
4400.0,-1.765199999999998
4500.0,-1.745999999999998
4600.0,-1.5368000000000002
4700.0,-1.4735999999999998
4800.0,-1.3744000000000007
4900.0,-1.4768
5000.0,-1.4796
5100.0,-1.4736000000000005
5200.0,-1.504
5300.0,-1.482000000000001
5400.0,-1.4831999999999996
5500.0,-1.5324000000000004
5600.0,-1.4891999999999996
5700.0,-1.4676000000000002
5800.0,-1.446
5900.0,-1.4479999999999995
6000.0,-1.4747999999999999
6100.0,-1.5644
6200.0,-1.6004000000000003
6300.0,-1.5284
6400.0,-1.5432
6500.0,-1.5263999999999998
6600.0,-1.5407999999999995
6700.0,-1.5171999999999997
6800.0,-1.5660000000000003
6900.0,-1.4392000000000003
7000.0,-1.4864000000000002
7100.0,-1.386
7200.0,-1.4191999999999996
7300.0,-1.4083999999999992
7400.0,-1.4383999999999997
7500.0,-1.4479999999999997
7600.0,-1.3867999999999998
7700.0,-1.3931999999999993
7800.0,-1.4559999999999997
7900.0,-1.4588000000000003
8000.0,-1.5175999999999994
8100.0,-1.5488
8200.0,-1.4552000000000005
8300.0,-1.4267999999999998
8400.0,-1.4567999999999999
8500.0,-1.4519999999999995
8600.0,-1.4663999999999995
8700.0,-1.4111999999999996
8800.0,-1.4832000000000003
8900.0,-1.5040000000000004
9000.0,-1.4800000000000006
9100.0,-1.5743999999999998
9200.0,-1.6287999999999994
9300.0,-1.5196000000000003
9400.0,-1.5136
9500.0,-1.4795999999999998
9600.0,-1.4659999999999997
9700.0,-1.4771999999999996
9800.0,-1.4099999999999997
9900.0,-1.4428000000000005
