k,r
0.0,-3.374999999999994
100.0,-2.376999999999996
200.0,-2.507999999999997
300.0,-1.9459999999999982
400.0,-2.6099999999999968
500.0,-2.079999999999997
600.0,-1.770999999999999
700.0,-1.5339999999999987
800.0,-1.7269999999999979
900.0,-1.8079999999999976
1000.0,-1.273
1100.0,-1.4319999999999988
1200.0,-1.6139999999999985
1300.0,-1.5360000000000003
1400.0,-1.2409999999999988
1500.0,-1.3729999999999993
1600.0,-1.1479999999999995
1700.0,-0.9159999999999989
1800.0,-1.485999999999999
1900.0,-1.714999999999998
2000.0,-1.3969999999999998
2100.0,-1.5489999999999977
2200.0,-2.067999999999996
2300.0,-0.9290000000000006
2400.0,-1.4669999999999994
2500.0,-1.425999999999998
2600.0,-1.802999999999998
2700.0,-1.6469999999999994
2800.0,-1.7689999999999986
2900.0,-1.8679999999999979
3000.0,-1.4999999999999982
3100.0,-1.4989999999999992
3200.0,-1.803999999999998
3300.0,-1.5739999999999987
3400.0,-2.4839999999999955
3500.0,-0.8439999999999998
3600.0,-1.2369999999999997
3700.0,-1.6999999999999986
3800.0,-1.0449999999999993
3900.0,-1.3479999999999996
4000.0,-1.8839999999999986
4100.0,-1.527999999999999
4200.0,-1.216999999999998
4300.0,-1.7539999999999996
4400.0,-1.414999999999999
4500.0,-1.361999999999999
4600.0,-1.305
4700.0,-1.6159999999999985
4800.0,-1.3249999999999984
4900.0,-1.2719999999999991
5000.0,-1.7659999999999976
5100.0,-1.184999999999999
5200.0,-1.0210000000000001
5300.0,-1.3170000000000002
5400.0,-1.1029999999999995
5500.0,-1.526999999999999
5600.0,-0.9819999999999999
5700.0,-1.2969999999999988
5800.0,-1.2509999999999988
5900.0,-1.0769999999999997
6000.0,-1.6689999999999983
6100.0,-1.4839999999999989
6200.0,-1.4199999999999988
6300.0,-1.748999999999998
6400.0,-1.3139999999999987
6500.0,-1.7369999999999985
6600.0,-2.0249999999999972
6700.0,-1.715999999999998
6800.0,-1.6029999999999982
6900.0,-1.748999999999998
7000.0,-1.731999999999999
7100.0,-1.6739999999999986
7200.0,-2.0609999999999973
7300.0,-2.329999999999997
7400.0,-1.498999999999999
7500.0,-0.9869999999999997
7600.0,-1.4629999999999987
7700.0,-1.9749999999999976
7800.0,-1.3899999999999995
7900.0,-1.7129999999999976
8000.0,-1.186
8100.0,-1.0509999999999993
8200.0,-1.4359999999999986
8300.0,-1.3369999999999995
8400.0,-1.3299999999999994
8500.0,-1.040999999999999
8600.0,-1.3049999999999986
8700.0,-1.5549999999999988
8800.0,-1.2219999999999995
8900.0,-1.4919999999999984
9000.0,-1.843999999999998
9100.0,-1.0039999999999996
9200.0,-1.3539999999999985
9300.0,-1.453999999999998
9400.0,-1.5269999999999988
9500.0,-1.6429999999999987
9600.0,-1.5119999999999978
9700.0,-1.501999999999998
9800.0,-1.3259999999999978
9900.0,-2.0319999999999965
