k,r
0.0,-1.8300000000000012
100.0,-1.8951999999999998
200.0,-1.8263999999999998
300.0,-1.8940000000000003
400.0,-1.9640000000000006
500.0,-2.0064
600.0,-2.051200000000001
700.0,-1.8891999999999998
800.0,-1.8355999999999992
900.0,-1.9184000000000012
1000.0,-1.9067999999999998
1100.0,-2.0376000000000007
1200.0,-2.0104000000000006
1300.0,-1.9188000000000003
1400.0,-2.1336000000000017
1500.0,-1.9471999999999996
1600.0,-2.0139999999999993
1700.0,-2.0544000000000002
1800.0,-2.132400000000001
1900.0,-2.1976
2000.0,-2.1828
2100.0,-2.151200000000001
2200.0,-2.0255999999999994
2300.0,-2.3120000000000003
2400.0,-2.2164000000000006
2500.0,-2.3036000000000003
2600.0,-2.5280000000000005
2700.0,-2.7292000000000005
2800.0,-2.5147999999999997
2900.0,-2.6728000000000005
3000.0,-2.798400000000001
3100.0,-2.913600000000001
3200.0,-3.1304
3300.0,-3.4411999999999976
3400.0,-4.210399999999996
3500.0,-3.9700000000000015
3600.0,-5.117999999999994
3700.0,-5.871599999999988
3800.0,-6.745599999999972
3900.0,-7.113599999999971
4000.0,-8.162799999999956
4100.0,-9.938799999999938
4200.0,-11.419999999999916
4300.0,-14.219599999999867
4400.0,-15.957199999999855
4500.0,-19.87679999999978
4600.0,-19.038799999999807
4700.0,-26.03599999999977
4800.0,-24.969599999999872
4900.0,-26.074800000000042
5000.0,-25.43279999999983
5100.0,-24.268399999999943
5200.0,-27.049199999999736
5300.0,-26.567999999999778
5400.0,-27.298399999999752
5500.0,-26.815999999999708
5600.0,-30.812399999999894
5700.0,-38.2452
5800.0,-35.093200000000145
5900.0,-32.745599999999804
6000.0,-30.978400000000043
6100.0,-28.219200000000015
6200.0,-30.75879999999962
6300.0,-30.29719999999993
6400.0,-37.41520000000023
6500.0,-38.48440000000021
6600.0,-40.99840000000018
6700.0,-47.0992000000004
6800.0,-42.506400000000006
6900.0,-37.170799999999865
7000.0,-37.372800000000204
7100.0,-35.05720000000014
7200.0,-42.84320000000023
7300.0,-33.22240000000024
7400.0,-33.54040000000006
7500.0,-42.65360000000035
7600.0,-40.801200000000115
7700.0,-31.389199999999995
7800.0,-41.505200000000244
7900.0,-36.104799999999884
8000.0,-37.28760000000019
8100.0,-38.22360000000032
8200.0,-44.37560000000039
8300.0,-40.02360000000012
8400.0,-52.32280000000062
8500.0,-42.04040000000051
8600.0,-42.776400000000294
8700.0,-44.787999999999954
8800.0,-41.882000000000254
8900.0,-41.125999999999955
9000.0,-39.81799999999978
9100.0,-42.71480000000016
9200.0,-48.46480000000014
9300.0,-44.19639999999994
9400.0,-40.13439999999986
9500.0,-32.504000000000126
9600.0,-43.81440000000005
9700.0,-44.258000000000585
9800.0,-40.03000000000018
9900.0,-35.929200000000016
