0,1,2,3
-1.1225149838109743,-0.7849362375511244,-1.0633665770979663,-1.0949424964381786
-1.0552829731797773,-1.046374955654016,-0.6039588593720331,-1.02487368053438
-1.0101872944837227,-1.0069487061315692,-0.9928815012562696,-0.3497089455202513
-0.11104973094385126,-0.9065631712500793,-0.9192816006014828,-0.9193465240836036
0.0,0.0,0.0,0.0
-1.055684304006513,-0.758848417624713,-1.0570750522610042,-1.0818778726757128
-1.0099596520945733,-0.9940839004788435,-0.738019289345422,-1.0375111594901292
0.0,0.0,0.0,0.0
-0.4388025899620351,-0.5279086269784703,1.019122937797956,-0.42257120306545226
-0.22344451776673369,0.5754499814724403,-0.07245638943323968,-0.23077022162092903
-0.9358525997415792,-0.9570421450365648,-0.729890359761136,-1.0075086033135943
-0.9646635435148908,-0.5628917285183079,-0.9639629780397743,-0.9625797394118512
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.5126809813563797,0.5061916056924183,0.4852284972137776,0.4739248723648163
-0.7944305268727208,-0.21061615476039375,-0.799086043065064,-0.8102452841207076
-0.7792708832601385,-0.0003653756645377315,-0.7469571679176756,-0.784721384349479
-0.6443880171296674,0.41832319931869044,-0.5115448419967876,-0.761933299096202
0.06333119226836578,0.09457334126665749,1.512621922961725,0.010240007214935565
0.24778512179592793,0.25447983407193797,0.26529974700732095,1.0380898233897997
-0.7656482360397627,-0.31958150551121034,-0.7468062820554453,-0.7361850866343964
-0.6150586761406583,-0.6187707047506283,-0.08773848083398916,-0.5787024403846985
-0.3830608148693828,-0.4347994220183766,0.23295286487917882,-0.3905851438749242
-0.08825707154611219,-0.15489145220143014,-0.09560516331225306,0.5408262433558475
0.43187756158414525,-0.03064903707654822,-0.02984099519687102,-0.056714069654500286
