k,r
0.0,-5.429199999999989
100.0,-27.29600000000007
200.0,-45.709600000000265
300.0,-62.11040000000064
400.0,-48.07640000000014
500.0,-70.3964000000005
600.0,-91.2144000000016
700.0,-98.36120000000166
800.0,-164.245200000009
900.0,-162.3364000000077
1000.0,-102.32680000000364
1100.0,-189.78600000001387
1200.0,-345.840400000043
1300.0,-367.315600000049
1400.0,-230.00080000002245
1500.0,-271.69440000002567
1600.0,-255.88600000002484
1700.0,-304.20280000003316
1800.0,-350.9732000000459
1900.0,-340.686400000044
2000.0,-352.54320000004526
2100.0,-383.58840000005176
2200.0,-381.94680000005314
2300.0,-358.66360000004664
2400.0,-369.961600000051
2500.0,-369.0440000000503
2600.0,-384.28040000005376
2700.0,-375.53480000005175
2800.0,-380.4500000000532
2900.0,-369.55120000005036
3000.0,-385.90280000005373
3100.0,-375.52760000005094
3200.0,-373.30600000005114
3300.0,-351.49640000004496
3400.0,-343.22160000004465
3500.0,-375.06080000005016
3600.0,-385.1244000000547
3700.0,-391.0296000000551
3800.0,-388.34800000005436
3900.0,-378.49080000005216
4000.0,-396.26120000005665
4100.0,-386.16840000005357
4200.0,-390.9264000000556
4300.0,-387.6596000000539
4400.0,-382.6568000000539
4500.0,-397.7944000000566
4600.0,-400.00000000005764
4700.0,-400.00000000005764
4800.0,-400.00000000005764
4900.0,-400.00000000005764
5000.0,-400.00000000005764
5100.0,-400.00000000005764
5200.0,-400.00000000005764
5300.0,-400.00000000005764
5400.0,-400.00000000005764
5500.0,-400.00000000005764
5600.0,-400.00000000005764
5700.0,-400.00000000005764
5800.0,-400.00000000005764
5900.0,-400.00000000005764
6000.0,-400.00000000005764
6100.0,-400.00000000005764
6200.0,-400.00000000005764
6300.0,-400.00000000005764
6400.0,-400.00000000005764
6500.0,-400.00000000005764
6600.0,-400.00000000005764
6700.0,-400.00000000005764
6800.0,-400.00000000005764
6900.0,-400.00000000005764
7000.0,-400.00000000005764
7100.0,-400.00000000005764
7200.0,-400.00000000005764
7300.0,-400.00000000005764
7400.0,-400.00000000005764
7500.0,-400.00000000005764
7600.0,-400.00000000005764
7700.0,-400.00000000005764
7800.0,-400.00000000005764
7900.0,-400.00000000005764
8000.0,-400.00000000005764
8100.0,-400.00000000005764
8200.0,-400.00000000005764
8300.0,-400.00000000005764
8400.0,-400.00000000005764
8500.0,-400.00000000005764
8600.0,-400.00000000005764
8700.0,-400.00000000005764
8800.0,-400.00000000005764
8900.0,-400.00000000005764
9000.0,-400.00000000005764
9100.0,-400.00000000005764
9200.0,-400.00000000005764
9300.0,-400.00000000005764
9400.0,-400.00000000005764
9500.0,-400.00000000005764
9600.0,-400.00000000005764
9700.0,-400.00000000005764
9800.0,-400.00000000005764
9900.0,-400.00000000005764
