k,r
0.0,-5.676799999999986
100.0,-20.891599999999944
200.0,-38.930399999999985
300.0,-61.13000000000089
400.0,-50.88520000000042
500.0,-83.01440000000215
600.0,-97.70760000000317
700.0,-59.277600000001065
800.0,-60.2236000000002
900.0,-77.10560000000179
1000.0,-67.98120000000122
1100.0,-144.59560000000712
1200.0,-109.12240000000286
1300.0,-99.89680000000139
1400.0,-65.26080000000111
1500.0,-63.27400000000083
1600.0,-57.97360000000003
1700.0,-50.74160000000064
1800.0,-56.53200000000097
1900.0,-56.76760000000082
2000.0,-58.84280000000059
2100.0,-191.15720000001332
2200.0,-198.15040000001332
2300.0,-252.58080000002195
2400.0,-209.2848000000158
2500.0,-250.81200000002266
2600.0,-232.8224000000194
2700.0,-213.0020000000182
2800.0,-160.13560000000675
2900.0,-166.80840000001044
3000.0,-162.0644000000083
3100.0,-167.98480000001086
3200.0,-245.1312000000223
3300.0,-240.87200000002088
3400.0,-258.7688000000243
3500.0,-130.13080000000306
3600.0,-179.49880000001266
3700.0,-147.93760000000827
3800.0,-178.1776000000082
3900.0,-206.29200000001597
4000.0,-144.49440000001078
4100.0,-229.39480000001848
4200.0,-277.3288000000303
4300.0,-336.49680000003895
4400.0,-282.43480000002864
4500.0,-293.80960000003256
4600.0,-347.79680000004447
4700.0,-350.696400000042
4800.0,-342.0268000000428
4900.0,-348.6468000000441
5000.0,-354.7620000000464
5100.0,-356.3524000000461
5200.0,-385.12400000005306
5300.0,-367.2556000000497
5400.0,-370.3636000000512
5500.0,-389.75400000005413
5600.0,-386.7032000000529
5700.0,-383.41160000005374
5800.0,-388.38560000005447
5900.0,-392.6392000000552
6000.0,-396.25000000005656
6100.0,-395.339200000056
6200.0,-395.1244000000565
6300.0,-390.2536000000556
6400.0,-395.8864000000561
6500.0,-393.916400000056
6600.0,-397.30000000005714
6700.0,-397.1400000000571
6800.0,-397.61040000005704
6900.0,-400.00000000005764
7000.0,-400.00000000005764
7100.0,-400.00000000005764
7200.0,-398.10600000005667
7300.0,-394.8300000000563
7400.0,-400.00000000005764
7500.0,-393.8364000000565
7600.0,-388.90760000005446
7700.0,-395.81000000005633
7800.0,-399.5928000000574
7900.0,-400.00000000005764
8000.0,-398.6372000000569
8100.0,-393.82440000005647
8200.0,-396.02400000005696
8300.0,-400.00000000005764
8400.0,-396.2864000000569
8500.0,-400.00000000005764
8600.0,-400.00000000005764
8700.0,-397.2460000000571
8800.0,-398.8752000000571
8900.0,-395.1132000000562
9000.0,-396.9044000000571
9100.0,-400.00000000005764
9200.0,-400.00000000005764
9300.0,-396.61840000005657
9400.0,-397.1264000000571
9500.0,-394.14080000005646
9600.0,-399.12280000005717
9700.0,-396.9008000000571
9800.0,-397.62240000005664
9900.0,-397.868000000057
