k,r
0.0,-8.50119999999994
100.0,-33.34559999999993
200.0,-58.04519999999986
300.0,-59.85640000000084
400.0,-57.54240000000047
500.0,-63.1096000000003
600.0,-62.66120000000119
700.0,-60.012000000000825
800.0,-62.56000000000077
900.0,-49.10080000000045
1000.0,-54.99360000000027
1100.0,-55.00920000000056
1200.0,-46.980000000000054
1300.0,-52.84520000000064
1400.0,-53.81120000000032
1500.0,-46.92120000000025
1600.0,-46.84920000000052
1700.0,-58.04080000000032
1800.0,-55.16520000000063
1900.0,-47.03880000000001
2000.0,-54.81440000000099
2100.0,-56.91560000000043
2200.0,-53.9864000000001
2300.0,-45.27640000000035
2400.0,-50.506000000000334
2500.0,-52.688800000000064
2600.0,-55.0664000000002
2700.0,-56.206400000000286
2800.0,-48.53280000000018
2900.0,-60.30000000000069
3000.0,-66.38400000000065
3100.0,-57.95400000000008
3200.0,-60.79360000000075
3300.0,-57.53480000000023
3400.0,-56.32040000000087
3500.0,-62.76960000000064
3600.0,-52.17720000000052
3700.0,-47.03240000000035
3800.0,-51.55719999999984
3900.0,-50.1580000000004
4000.0,-46.20999999999991
4100.0,-47.21960000000031
4200.0,-52.83120000000073
4300.0,-52.86320000000056
4400.0,-46.17320000000047
4500.0,-42.80080000000033
4600.0,-50.49679999999989
4700.0,-56.956800000000804
4800.0,-50.266000000000076
4900.0,-49.48400000000027
5000.0,-52.91360000000076
5100.0,-43.81880000000005
5200.0,-54.26400000000029
5300.0,-51.460400000000675
5400.0,-54.50960000000069
5500.0,-51.96520000000062
5600.0,-49.21600000000033
5700.0,-50.601200000000674
5800.0,-48.71200000000025
5900.0,-56.61560000000085
6000.0,-53.3468000000009
6100.0,-48.80360000000064
6200.0,-42.576000000000256
6300.0,-47.96520000000006
6400.0,-45.280400000000206
6500.0,-46.363200000000425
6600.0,-57.93680000000066
6700.0,-42.115600000000505
6800.0,-48.82080000000013
6900.0,-46.7779999999998
7000.0,-50.416400000000685
7100.0,-56.144000000000204
7200.0,-50.941999999999844
7300.0,-47.18080000000065
7400.0,-43.153200000000425
7500.0,-44.563200000000194
7600.0,-53.02840000000044
7700.0,-57.90640000000073
7800.0,-45.412400000000154
7900.0,-47.43159999999989
8000.0,-42.39160000000038
8100.0,-43.180400000000525
8200.0,-46.66920000000023
8300.0,-55.496400000000996
8400.0,-43.39560000000003
8500.0,-42.213200000000086
8600.0,-51.78840000000053
8700.0,-46.34000000000091
8800.0,-63.40799999999951
8900.0,-50.426000000000506
9000.0,-48.04920000000052
9100.0,-49.34760000000025
9200.0,-49.023200000000145
9300.0,-53.68559999999983
9400.0,-44.38640000000015
9500.0,-48.60360000000053
9600.0,-50.370000000000175
9700.0,-47.51400000000056
9800.0,-52.54840000000002
9900.0,-48.8484000000004
