k,r
0.0,-2.311
100.0,-2.342
200.0,-2.6109999999999998
300.0,-2.205
400.0,-2.3890000000000002
500.0,-2.418999999999999
600.0,-2.378999999999999
700.0,-2.8239999999999985
800.0,-2.181999999999999
900.0,-2.2230000000000003
1000.0,-2.3869999999999987
1100.0,-2.2119999999999993
1200.0,-2.486999999999999
1300.0,-2.565
1400.0,-2.8029999999999995
1500.0,-2.2029999999999994
1600.0,-2.296999999999999
1700.0,-2.3229999999999986
1800.0,-2.7840000000000003
1900.0,-2.4829999999999988
2000.0,-2.719999999999999
2100.0,-2.5360000000000005
2200.0,-2.7699999999999987
2300.0,-2.0429999999999997
2400.0,-2.6420000000000012
2500.0,-2.3659999999999997
2600.0,-2.051
2700.0,-2.111999999999999
2800.0,-2.534999999999998
2900.0,-2.172999999999999
3000.0,-2.4549999999999987
3100.0,-2.355999999999998
3200.0,-2.594
3300.0,-2.680999999999998
3400.0,-2.2
3500.0,-2.130999999999999
3600.0,-1.9379999999999984
3700.0,-1.9549999999999992
3800.0,-2.3479999999999976
3900.0,-2.4549999999999987
4000.0,-2.115999999999999
4100.0,-2.2529999999999966
4200.0,-2.612999999999999
4300.0,-2.7959999999999967
4400.0,-1.9329999999999996
4500.0,-2.5509999999999984
4600.0,-2.3099999999999996
4700.0,-1.3999999999999984
4800.0,-2.196999999999997
4900.0,-2.1099999999999994
5000.0,-1.2969999999999993
5100.0,-1.8789999999999978
5200.0,-1.7619999999999998
5300.0,-1.583999999999999
5400.0,-2.056999999999999
5500.0,-1.726999999999998
5600.0,-1.6689999999999992
5700.0,-2.2959999999999976
5800.0,-2.1699999999999986
5900.0,-1.7469999999999988
6000.0,-1.783999999999999
6100.0,-1.4259999999999993
6200.0,-1.965999999999997
6300.0,-1.810999999999998
6400.0,-1.1569999999999998
6500.0,-1.623999999999998
6600.0,-2.1279999999999983
6700.0,-2.0769999999999973
6800.0,-1.606999999999999
6900.0,-1.4299999999999986
7000.0,-1.1649999999999994
7100.0,-1.1489999999999987
7200.0,-2.099999999999997
7300.0,-1.0399999999999994
7400.0,-1.1429999999999993
7500.0,-1.5349999999999984
7600.0,-1.074999999999999
7700.0,-1.0959999999999996
7800.0,-1.1059999999999988
7900.0,-0.9669999999999997
8000.0,-1.2959999999999996
8100.0,-1.2629999999999997
8200.0,-1.2449999999999994
8300.0,-0.9959999999999997
8400.0,-1.2889999999999986
8500.0,-0.6969999999999998
8600.0,-0.8900000000000002
8700.0,-1.0589999999999997
8800.0,-1.0350000000000004
8900.0,-1.1499999999999995
9000.0,-1.2179999999999984
9100.0,-1.3849999999999991
9200.0,-1.039
9300.0,-1.4229999999999992
9400.0,-1.0270000000000001
9500.0,-1.3069999999999995
9600.0,-1.4019999999999992
9700.0,-0.843
9800.0,-1.1469999999999996
9900.0,-1.3499999999999985
