k,r
0.0,-2.995999999999999
100.0,-2.2128
200.0,-1.6435999999999993
300.0,-1.7379999999999987
400.0,-1.7403999999999993
500.0,-1.5195999999999998
600.0,-1.6268
700.0,-1.59
800.0,-1.5208000000000002
900.0,-1.7375999999999978
1000.0,-1.7664
1100.0,-1.6727999999999996
1200.0,-1.4872000000000005
1300.0,-1.4344
1400.0,-1.5172000000000003
1500.0,-1.5688000000000002
1600.0,-1.5119999999999991
1700.0,-1.3336000000000001
1800.0,-1.4383999999999995
1900.0,-1.4852000000000003
2000.0,-1.6239999999999983
2100.0,-1.5635999999999999
2200.0,-1.866799999999996
2300.0,-1.4579999999999995
2400.0,-1.4316000000000009
2500.0,-1.621999999999997
2600.0,-1.4312000000000007
2700.0,-1.4451999999999998
2800.0,-1.518
2900.0,-1.4248000000000003
3000.0,-1.4507999999999999
3100.0,-1.3988
3200.0,-1.4456000000000002
3300.0,-1.4959999999999993
3400.0,-1.4531999999999998
3500.0,-1.4503999999999997
3600.0,-1.5535999999999985
3700.0,-1.3935999999999995
3800.0,-1.3519999999999999
3900.0,-1.3724
4000.0,-1.4032000000000004
4100.0,-1.3715999999999997
4200.0,-1.3511999999999995
4300.0,-1.3775999999999997
4400.0,-1.3279999999999998
4500.0,-1.444
4600.0,-1.5319999999999985
4700.0,-1.4055999999999997
4800.0,-1.3619999999999999
4900.0,-1.4139999999999997
5000.0,-1.3724
5100.0,-1.4387999999999999
5200.0,-1.3611999999999997
5300.0,-1.3679999999999994
5400.0,-1.3183999999999996
5500.0,-1.3544
5600.0,-1.3656
5700.0,-1.4444
5800.0,-1.4195999999999995
5900.0,-1.3823999999999992
6000.0,-1.3788
6100.0,-1.4160000000000001
6200.0,-1.3847999999999998
6300.0,-1.4516
6400.0,-1.3903999999999999
6500.0,-1.4144000000000005
6600.0,-1.4375999999999993
6700.0,-1.3931999999999995
6800.0,-1.4340000000000002
6900.0,-1.3867999999999996
7000.0,-1.3944000000000003
7100.0,-1.3667999999999996
7200.0,-1.4032
7300.0,-1.4487999999999999
7400.0,-1.808799999999995
7500.0,-1.426
7600.0,-1.4023999999999999
7700.0,-1.4407999999999999
7800.0,-1.5719999999999958
7900.0,-1.3851999999999998
8000.0,-1.3700000000000003
8100.0,-1.3484000000000003
8200.0,-1.3676000000000001
8300.0,-1.3999999999999992
8400.0,-1.3771999999999993
8500.0,-1.4440000000000004
8600.0,-1.3607999999999993
8700.0,-1.4000000000000004
8800.0,-1.4283999999999997
8900.0,-1.4368000000000003
9000.0,-1.3376
9100.0,-1.3595999999999997
9200.0,-1.3492
9300.0,-1.3503999999999996
9400.0,-1.3175999999999997
9500.0,-1.365999999999999
9600.0,-1.3652000000000004
9700.0,-1.3719999999999997
9800.0,-1.3184000000000002
9900.0,-1.3359999999999996
