k,r
0.0,-2.3789999999999973
100.0,-1.6370000000000005
200.0,-1.2590000000000003
300.0,-1.5089999999999997
400.0,-1.4439999999999997
500.0,-1.2560000000000007
600.0,-1.1330000000000005
700.0,-1.1050000000000002
800.0,-0.8340000000000001
900.0,-1.0059999999999998
1000.0,-1.0910000000000004
1100.0,-1.0890000000000002
1200.0,-0.8450000000000005
1300.0,-0.9000000000000008
1400.0,-1.1050000000000002
1500.0,-0.8680000000000007
1600.0,-0.846
1700.0,-0.9550000000000003
1800.0,-0.9310000000000003
1900.0,-1.004
2000.0,-1.0310000000000006
2100.0,-0.9150000000000005
2200.0,-0.9850000000000004
2300.0,-0.9250000000000003
2400.0,-0.6859999999999999
2500.0,-0.904
2600.0,-0.9940000000000004
2700.0,-0.9550000000000004
2800.0,-0.95
2900.0,-0.9440000000000004
3000.0,-0.9860000000000002
3100.0,-0.9180000000000001
3200.0,-1.0830000000000002
3300.0,-1.0750000000000004
3400.0,-0.8980000000000001
3500.0,-1.0270000000000004
3600.0,-1.0120000000000002
3700.0,-0.9510000000000002
3800.0,-0.9400000000000003
3900.0,-0.8589999999999998
4000.0,-0.9740000000000002
4100.0,-1.0840000000000005
4200.0,-0.8370000000000004
4300.0,-0.9740000000000002
4400.0,-0.8550000000000004
4500.0,-0.9969999999999998
4600.0,-0.8900000000000005
4700.0,-0.8330000000000003
4800.0,-0.9910000000000001
4900.0,-1.192000000000001
5000.0,-0.7670000000000003
5100.0,-0.8860000000000002
5200.0,-0.9490000000000007
5300.0,-0.8800000000000004
5400.0,-0.8609999999999998
5500.0,-1.1060000000000003
5600.0,-1.0160000000000005
5700.0,-1.0890000000000006
5800.0,-0.9770000000000004
5900.0,-0.9310000000000005
6000.0,-0.8940000000000008
6100.0,-1.0320000000000007
6200.0,-1.0650000000000002
6300.0,-0.9040000000000005
6400.0,-0.7080000000000001
6500.0,-1.1450000000000005
6600.0,-1.0320000000000003
6700.0,-0.9150000000000007
6800.0,-1.009000000000001
6900.0,-1.0600000000000005
7000.0,-0.9940000000000003
7100.0,-0.948
7200.0,-0.909
7300.0,-0.8990000000000004
7400.0,-1.008
7500.0,-0.9540000000000002
7600.0,-1.044
7700.0,-0.9920000000000002
7800.0,-0.879
7900.0,-0.8960000000000001
8000.0,-0.9229999999999996
8100.0,-0.9950000000000003
8200.0,-0.9920000000000002
8300.0,-0.9060000000000002
8400.0,-1.222
8500.0,-0.9510000000000005
8600.0,-0.8960000000000004
8700.0,-1.0760000000000003
8800.0,-0.9840000000000007
8900.0,-1.0260000000000005
9000.0,-1.082
9100.0,-1.0240000000000002
9200.0,-1.0439999999999998
9300.0,-1.014000000000001
9400.0,-0.9359999999999999
9500.0,-0.9580000000000004
9600.0,-1.1330000000000005
9700.0,-0.8780000000000004
9800.0,-1.1160000000000003
9900.0,-1.0820000000000003
