k,GMM,Kmeans
2,0.7521704627818967,0.7521704627818967
3,0.7340809340051331,0.7340809340051331
4,0.9008154023274761,0.9008154023274761
5,0.9816076508392647,0.9816076508392647
6,0.9815842685269436,0.9793900830804239
7,0.9949954504094632,0.9949954504094632
8,1.0,1.0
9,1.0,1.0
10,1.0,1.0
15,1.0,1.0
20,1.0,1.0
25,1.0,1.0
30,1.0,1.0
