,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.10193853378295899,0.03488210466891015,0.0034036159515380858,0.002340504480216514,0.1,"(10,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 2}",0.09645935945395814,0.04761904761904767,0.0476190476190475,0.04761904761904777,0.07828848289035494,0.06357322616565288,0.020359809512841907,720,0.06917310785497212,0.04761904761904714,0.04761904761904829,0.04761904761904734,0.07534754328196948,0.05747555879881687,0.012228596985737625
1,0.09975700378417969,0.017941925862804832,0.001199960708618164,0.0009797638197021738,0.1,"(10,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 3}",0.12828281576790623,0.05940513865257375,0.047619047619047464,0.028624978701652763,0.04761904761904741,0.06255988790230485,0.03455884368416022,726,0.14022700641556593,0.048991199199614095,0.04761904761904844,0.03300455941167461,0.04761904761904813,0.06349217205299024,0.038812162272937066
2,0.09242444038391114,0.010690232634689774,0.0011998653411865235,0.0009796859525206146,0.1,"(10,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 4}",0.047619047619047714,0.04761904761904767,0.047619047619047464,0.04761904761904767,0.05006264452608672,0.048102028612415436,0.0009731085353636982,853,0.04761904761904754,0.047619047619047436,0.04761904761904844,0.04761904761904814,0.07280172681750377,0.052655583458739066,0.010073071679382352
3,0.08572125434875488,0.0071816846213708825,0.001999521255493164,6.675720214843751e-07,0.1,"(10,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 5}",0.047619047619047644,0.04761904761904772,0.04761904761904756,0.04761904761904759,0.04761904761904756,0.04761904761904761,6.125035511128425e-17,932,0.04761904761904739,0.04761904761904728,0.047619047619047485,0.04761904761904796,0.04761904761904795,0.047619047619047616,2.8707236425739387e-16
4,0.17509446144104004,0.04050526486556235,0.0020000457763671873,3.1629798797182086e-07,0.1,"(10,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 6}",0.0867905666572423,0.04667764964305331,0.10627321517729066,0.04930382655692397,0.2154215579674817,0.10057222164498267,0.061315719980846416,470,0.08983509387968559,0.04750944454829113,0.10659910609211287,0.06574512797114022,0.12690193747751552,0.08731814199374907,0.02826692347809662
5,0.20538773536682128,0.029389458060276808,0.0019998550415039062,2.611744678045111e-07,0.1,"(10,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 7}",0.10041511918833054,0.0929232267443778,0.08971600688213209,0.1017663075435023,0.10795203001190778,0.09852744645696432,0.006495375371189527,496,0.10825000121080676,0.10793253557363362,0.12197026587477193,0.10150623083855069,0.08680947374028485,0.10529370144760956,0.011400197914760619
6,0.18088679313659667,0.04322106653816592,0.0019998073577880858,8.44957597096889e-07,0.1,"(10,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 8}",0.09051009068511688,0.05285675779141023,0.08284476651753625,0.0664225843387977,0.1146135744476427,0.08136999990765838,0.021072245383847277,627,0.08563747865388412,0.09416169886061178,0.09018715793731281,0.06392604018842575,0.10527143107454255,0.0878367613429554,0.013609234643275615
7,0.12199282646179199,0.012376528621126716,0.0023994922637939455,0.0004902326484287988,0.1,"(10,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 9}",0.047619047619047714,0.04761904761904767,0.0476190476190475,0.04761904761904777,0.04761904761904769,0.04761904761904767,9.120286884600572e-17,868,0.047619047619047714,0.04761904761904714,0.04761904761904829,0.04761904761904734,0.04761904761904802,0.04761904761904769,4.2338626521634115e-16
8,0.21758699417114258,0.017314851712674967,0.0021999359130859377,0.00039980412595877306,0.1,"(10,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 10}",0.10650467677717652,0.1175606661852237,0.10321293427948881,0.08948989383196733,0.08135067589482672,0.09972474451926783,0.012782669117174506,486,0.11462765422726867,0.10897109108752182,0.10427022897817902,0.09233783150891108,0.08807408082403065,0.10165617732518224,0.00999905352055458
9,0.2801831722259521,0.02804390171216919,0.0035998344421386717,0.0022448062364962447,0.1,"(10,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 15}",0.04785478547854795,0.05657367507277378,0.04723965655140722,0.04761904761904777,0.04751417658761834,0.04937528173473924,0.0036222103587290927,826,0.04788089085735474,0.0483631695845062,0.07482492380900328,0.04761904761904734,0.046524357180714966,0.0530424778101253,0.0109079086044249
10,0.3735776424407959,0.039079948756304606,0.0025999069213867186,0.0004899403624467531,0.1,"(10,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (10,), 'gmm__n_components': 20}",0.07027700403900264,0.1278631072088599,0.08908007240920188,0.09427600204421016,0.09395381274114824,0.0950843182791218,0.018676095837616737,533,0.08001994808790562,0.1119943762583583,0.09640874248973197,0.1041485692069975,0.09699904540482146,0.09791413628956297,0.010587038156133117
