,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.16649975776672363,0.042875666530198885,0.003999948501586914,0.006195862613756673,logistic,0.047,"(8, 8)",0.00596,"{'NN__activation': 'logistic', 'NN__alpha': 0.047, 'NN__hidden_layer_sizes': (8, 8), 'NN__learning_rate_init': 0.00596}",0.10987350702923905,0.11132257314306802,0.10675563698391735,0.09797583804204006,0.11011859016490338,0.10721492776573281,0.004853639796976007,1,0.11220296132680144,0.11053704597787564,0.10282661439673511,0.0922846324629245,0.11241695497299212,0.10605364182746577,0.007725362414649091
